TITLE,LOCATION,PRICE,LAND AREA,BUILDUP AREA,ROAD ACCESS,FACING,FLOOR,BEDROOM,BATHROOM,BUILT YEAR,PARKING,AMENITIES
Bungalow house for rent in Basundhara,"Sunakothi, Lalitpur",Rs. 1 Lac/m,2.2 aana,,20 Feet,,2.5,4.0,3.0,2056 B.S,,"['Drainage', 'Parking', 'Bathroom', 'Drinking Water', 'Garden', 'Swimming Pool']"
Bungalow house for rent in Basundhara,"Raniban, Kathmandu",Rs. 60 Lac/aana,16.0 aana,,26 Feet,South,,,,2071 B.S,,[]
Bungalow house for rent in Basundhara,"Budhanilkantha, Kathmandu","Rs. 55,000 /m",3.2 aana,,13 Feet,North-East,2.5,5.0,2.0,2073 B.S,,"['Drinking Water', 'Bathroom', 'Parking', 'Drainage']"
Bungalow house for rent in Basundhara,"Golfutar, Kathmandu",Rs. 2 Lac/m,32.0 aana,,13 Feet,,2.5,5.0,3.0,2070 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Garden']"
Bungalow house for rent in Basundhara,"Baluwatar, Kathmandu",Rs. 2.4 Lac/m,,,15 Feet,,3.0,5.0,5.0,2074 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Power Backup', 'Garden']"
Bungalow house for rent in Basundhara,"Golfutar, Kathmandu",Rs. 2.5 Lac/m,32.0 aana,,13 Feet,,2.5,4.0,4.0,2019 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Garden']"
Bungalow house for rent in Basundhara,"Jhamsikhel, Lalitpur",Rs. 4 Cr ,3.0 aana,,20 Feet,South,2.5,4.0,4.0,2073 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Ekantakuna, Lalitpur",Rs. 3.6 Cr ,5.0 aana,2574.15 Sq. Meter,40/50 Meter,South,2.5,6.0,3.0,2060 B.S,,"['Drinking Water', 'Power Backup', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Bhaisepati, Lalitpur",Rs. 3.65 Cr ,3.2 aana,2205 Sq. Feet,20 Feet,,2.5,5.0,4.0,2065 B.S,,"['Drainage', 'Power Backup', 'Bathroom', 'Drinking Water', 'Garden', 'Parking', 'Parquet', 'Marbel', 'Earthquake Resistant', 'CC Camera', 'Modular Kitchen']"
Bungalow house for rent in Basundhara,"Lazimpat, Kathmandu",Rs. 1 Lac/m,4.1 aana,,15 Feet,,2.5,3.0,2.0,2075 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Godawari, Lalitpur",Rs. 5.5 Cr ,0 sq. ft,0 Sq. Meter,16 Feet,North,2.5,4.0,4.0,2076 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Garden']"
Bungalow house for rent in Basundhara,"Grande Villa, Kathmandu",Rs. 5.35 Cr ,5.2 aana,,21 Feet,,2.5,5.0,5.0,2076 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Budhanilkantha, Kathmandu",Rs. 5 Cr ,5.1 aana,,12-18 Feet,,2.5,5.0,,2076 B.S,,"['Earthquake Resistant', 'Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Bhaisepati, Lalitpur",Rs. 5.5 Cr ,5.0 aana,,20 Feet,South-West,2.5,4.0,5.0,2076 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Grande Villa, Kathmandu","Rs. 90,000 /m",5.2 aana,,21 Feet,,2.5,5.0,5.0,2056 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Marbel', 'Parking']"
Bungalow house for rent in Basundhara,"Budhanilkantha, Kathmandu",Rs. 13.5 Cr ,21.0 aana,,20 Feet,East,2.0,6.0,6.0,2071 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Sainbu, Lalitpur",Rs. 3 Cr ,4.0 aana,,0 Feet,North,2.5,4.0,,2073 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Bagbazar, Kathmandu",Rs. 2 Lac/m,7.0 aana,,20 Feet,West,,11.0,2.0,2070 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Kusunti, Lalitpur",Rs. 1.25 Lac/m,4.0 aana,,0 Feet,,,7.0,5.0,2074 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Pepsicola, Kathmandu",Rs. 2.6 Cr ,3.0 aana,,10 Feet,North,3.5,8.0,4.0,2069 B.S,,"['Bathroom', 'Drinking Water', 'Parking', 'Drainage']"
Bungalow house for rent in Basundhara,"Thankot, Kathmandu",Rs. 1.95 Cr ,3.2 aana,,13 Feet,,2.5,,,2073 B.S,,"['Earthquake Resistant', 'Marbel', 'Bathroom', 'Drainage', 'Drinking Water', 'Parking']"
Bungalow house for rent in Basundhara,"Thamel, Kathmandu",Rs. 13 Cr ,6.0 aana,,20 Feet,South-East,2.0,,,2060 B.S,,"['Bathroom', 'Drainage']"
Bungalow house for rent in Basundhara,"Sanobharyang, Kathmandu",Rs. 4.5 Cr ,5.0 aana,,20 Feet,North,2.5,4.0,5.0,2020 AD B.S,,"['Marbel', 'Parquet', 'Drainage', 'Bathroom', 'Drinking Water', 'Garden', 'Parking', 'Playground', 'AirCon']"
Bungalow house for rent in Basundhara,"Khusibu, Kathmandu",Rs. 10.5 Cr ,7.1 aana,4619 Sq. Feet,16 Feet,South,4.5,10.0,8.0,,,"['Marbel', 'Bathroom', 'Drainage', 'Parking', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Sukedhara, Kathmandu",Rs. 7 Cr ,7.0 aana,,12 Feet,East,2.5,4.0,3.0,,,"['Drainage', 'Bathroom', 'Drinking Water', 'Marbel', 'Parking', 'Garden']"
Bungalow house for rent in Basundhara,"Khadpu, Kavrepalanchok",Rs. 1.35 Cr ,2.3 aana,,13 Feet,West,3.0,,,,,"['Drinking Water', 'Bathroom']"
Bungalow house for rent in Basundhara,"Thulobharyang, Kathmandu",Rs. 3.5 Cr ,3.0 aana,,13 Feet,North,3.0,,,,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Earthquake Resistant', 'Marbel']"
Bungalow house for rent in Basundhara,"Imadol, Lalitpur",Rs. 2.05 Cr ,2.2 aana,856 Sq. Feet,13 Feet,North,2.5,4.0,4.0,2078 B.S,,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Solar', 'Modular Kitchen', 'Parking', 'Drinking Water', 'Drainage', 'Bathroom']"
Bungalow house for rent in Basundhara,"Sorhakhutte, Kathmandu","Rs. 90,000 /m",5.2 aana,,12 Feet,North,2.5,5.0,8.0,,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Thankot, Kathmandu",Rs. 3 Cr ,4.0 aana,,13 Feet,,1.5,7.0,,2019 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Gongabu, Kathmandu",Rs. 1.9 Cr ,,,13 Feet,,1.5,8.0,,2073 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Lazimpat, Kathmandu",Rs. 2.25 Cr ,2.2 aana,,10 Feet,South,2.5,4.0,2.0,2060 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Chundevi, Kathmandu",Rs. 1.6 Lac/m,,,12-18 Feet,,2.5,4.0,4.0,2065 B.S,,"['Marbel', 'Parquet', 'Drainage', 'Garden', 'Bathroom', 'Drinking Water', 'Parking']"
Bungalow house for rent in Basundhara,"Tokha, Kathmandu",Rs. 2.4 Cr ,3.0 aana,,11 Feet,South,3.0,5.0,3.0,2075 B.S,,"['Bathroom', 'Drinking Water', 'Parking', 'Drainage']"
Bungalow house for rent in Basundhara,"Putalisadak, Kathmandu",Rs. 5 Cr ,,,20 Feet,West,3.5,,,2075 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
Bungalow house for rent in Basundhara,"Ganesh Chowk, Kathmandu",Rs. 6.5 Cr ,6.0 aana,,12-18 Feet,,2.5,,,2074 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Panipokhari, Kathmandu",Rs. 3.1 Lac/m,25.0 aana,,12-18 Feet,,2.5,4.0,4.0,2075 B.S,,"['Marbel', 'Parquet', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Garden']"
Bungalow house for rent in Basundhara,"Baluwatar, Kathmandu",Rs. 2.2 Lac/m,18.0 aana,,12-18 Feet,,2.5,5.0,5.0,2076 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel', 'Parquet']"
Bungalow house for rent in Basundhara,"Bhaisepati, Lalitpur",Rs. 5.5 Cr ,4.2 aana,,16-40 Feet,South-East,2.5,3.0,4.0,2076 B.S,,"['Drinking Water', 'Bathroom', 'Parking', 'Power Backup', 'Drainage']"
Bungalow house for rent in Basundhara,"Chandragiri, Kathmandu",Rs. 1.85 Cr ,3.2 aana,,10 Feet,,2.5,8.0,,2056 B.S,,"['Bathroom', 'Drinking Water', 'Parking', 'Drainage', 'Power Backup']"
Bungalow house for rent in Basundhara,"Maharajgunj, Kathmandu",Rs. 9 Cr ,12.1 aana,,16 Feet,South,2.5,5.0,4.0,2071 B.S,,"['Drinking Water', 'Bathroom', 'Parking', 'Drainage']"
Bungalow house for rent in Basundhara,"Ramkot, Kathmandu","Rs. 40,000 /m",3.3 aana,1571.96 Sq. Feet,13-15 Feet,,2.5,4.0,3.0,2073 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Marbel', 'Parking', 'Solar']"
Bungalow house for rent in Basundhara,"Khumaltar, Lalitpur",Rs. 4 Cr ,4.0 aana,,26 Feet,,2.5,4.0,5.0,2070 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
Bungalow house for rent in Basundhara,"Kapan, Kathmandu",Rs. 1.6 Cr ,3.1 aana,,13 Feet,East,1.0,4.0,,2074 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Bhaisepati, Lalitpur",Rs. 2.5 Lac/m,24.0 aana,,12-18 Feet,,2.5,4.0,4.0,2019 B.S,,"['Marbel', 'Parquet', 'Drainage', 'Garden', 'Bathroom', 'Drinking Water', 'Parking']"
Bungalow house for rent in Basundhara,"Sunakothi, Lalitpur","Rs. 75,000 /m",8.2 aana,,20 Feet,North,2.0,4.0,4.0,2073 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Budhanilkantha, Kathmandu",Rs. 3.9 Cr ,5.0 aana,,20 Feet,North-West,,6.0,5.0,2060 B.S,,"['Drainage', 'Parking', 'Bathroom', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Bishalnagar, Kathmandu",Rs. 2.75 Lac/m,26.0 aana,,12-18 Feet,South,2.5,,5.0,2065 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Marbel', 'Garden', 'AirCon', 'Power Backup']"
Bungalow house for rent in Basundhara,"Baluwatar, Kathmandu",Rs. 2.5 Lac/m,17.0 aana,,12-18 Feet,East,2.5,6.0,4.0,2075 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Garden', 'Power Backup', 'AirCon', 'Parquet', 'Marbel', 'Internet']"
Bungalow house for rent in Basundhara,"Baluwatar, Kathmandu",Rs. 6 Lac/m,31.0 aana,,12-18 Feet,East,4.0,,7.0,2076 B.S,,"['Drainage', 'Bathroom', 'Parking']"
Bungalow house for rent in Basundhara,"Bansbari, Kathmandu",Rs. 6.25 Cr ,9.2 aana,,13 Feet,South,2.0,4.0,3.0,2076 B.S,,"['Drinking Water', 'Bathroom', 'Marbel', 'Drainage', 'Garden', 'Parking']"
Bungalow house for rent in Basundhara,"Bansbari, Kathmandu",Rs. 6.25 Cr ,10.0 aana,,13 Feet,South,2.0,3.0,3.0,2076 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Garden', 'Parking']"
Bungalow house for rent in Basundhara,"Mahalaxmisthan, Lalitpur","Rs. 75,000 /m",5.0 aana,,13 Feet,,2.5,6.0,5.0,2076 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Gatthaghar, Bhaktapur",Rs. 3.1 Cr ,,,12-18 Feet,,2.5,4.0,4.0,2056 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Marbel', 'Parking']"
Bungalow house for rent in Basundhara,"Putalisadak, Kathmandu",Rs. 8.5 Cr ,7.0 aana,,12-18 Feet,,3.5,6.0,7.0,2071 B.S,,"['Marbel', 'Bathroom', 'Drainage', 'Drinking Water', 'Parking']"
Bungalow house for rent in Basundhara,"Kalanki, Kathmandu",Rs. 3.2 Cr ,4.0 aana,,12-18 Feet,,2.5,,,2073 B.S,,"['Marbel', 'Earthquake Resistant', 'Bathroom', 'Drainage', 'Parking', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Budhanilkantha, Kathmandu",Rs. 7 Cr ,8.0 aana,,20 Feet,West,2.5,6.0,5.0,2070 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
Bungalow house for rent in Basundhara,"Golfutar, Kathmandu",Rs. 3.15 Cr ,3.2 aana,,20 Feet,North-East,2.5,5.0,5.0,2074 B.S,,"['Bathroom', 'Drainage', 'Parking', 'Earthquake Resistant', 'Marbel', 'Drinking Water']"
Bungalow house for rent in Basundhara,"New Road, Kathmandu",Rs. 1.5 Lac/m,1500 sq. ft,1500 Sq. Feet,14 Feet,South,4.0,,,2019 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Pasikot, Kathmandu",Rs. 3.3 Cr ,4.2 aana,,16 Feet,,3.0,,4.0,2073 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Rudreshwor, Kathmandu",Rs. 5.75 Cr ,6.0 aana,,15 Feet,South,2.5,5.0,5.0,2060 B.S,,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
Bungalow house for rent in Basundhara,"Kapan, Kathmandu",Rs. 2.95 Cr ,6.0 aana,,8-12 Feet,East,3.5,,,,,"['Earthquake Resistant', 'Garden', 'Modular Kitchen', 'Playground', 'Internet', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Sukedhara, Kathmandu",Rs. 2.25 Cr ,4.0 aana,,13 Feet,,2.5,,,,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Marbel']"
Bungalow house for rent in Basundhara,"Bishalnagar, Kathmandu",Rs. 10 Cr ,8.0 aana,,16 Feet,South,3.0,5.0,3.0,,,"['Marbel', 'Drainage', 'Garden', 'Parking', 'Bathroom', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Chapali, Kathmandu","Rs. 95,000 /m",6.0 aana,,13 Feet,South,2.5,3.0,3.0,2056 B.S,,"['Marbel', 'Drinking Water', 'Bathroom', 'Drainage', 'Garden', 'Parking', 'Solar']"
Bungalow house for rent in Basundhara,"Tinthana, Kathmandu",Rs. 50 /sf,,,26 Feet,North,2.5,5.0,3.0,2071 B.S,,"['Earthquake Resistant', 'Marbel', 'Bathroom', 'Drainage', 'Drinking Water', 'Parking']"
Bungalow house for rent in Basundhara,"Budhanilkantha, Kathmandu",Rs. 6.75 Cr ,,,15 Feet,South-East,2.5,5.0,5.0,2073 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Pasikot, Kathmandu",Rs. 3.35 Cr ,5.0 aana,,13 Feet,South,2.5,5.0,4.0,2070 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Earthquake Resistant', 'Marbel', 'Parquet', 'Garden', 'Solar', 'Parking']"
Bungalow house for rent in Basundhara,"Budhanilkantha, Kathmandu",Rs. 17.5 Cr ,17.0 aana,,12-18 Feet,South-East,2.5,5.0,5.0,2074 B.S,,"['Marbel', 'Parquet', 'Earthquake Resistant', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Garden']"
Bungalow house for rent in Basundhara,"Deuwa Niwas, Kathmandu",Rs. 4.15 Cr ,4.0 aana,2161 Sq. Feet,14-20 Feet,,2.5,4.0,4.0,2019 B.S,,"['Modular Kitchen', 'Parking', 'Bathroom', 'Drinking Water', 'Drainage', 'Marbel', 'Parquet', 'Earthquake Resistant', 'Garden', 'CC Camera', 'Solar']"
Bungalow house for rent in Basundhara,"Harisiddhi, Lalitpur",Rs. 3 Cr ,3.1 aana,,10-16 Feet,South,2.5,3.0,3.0,2073 B.S,,"['Earthquake Resistant', 'Marbel', 'Internet', 'Solar', 'MiCrowave', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Nepaltar, Kathmandu",Rs. 2.1 Cr ,3.0 aana,,10 Feet,South,2.5,5.0,3.0,2060 B.S,,"['Marbel', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Thankot, Kathmandu",Rs. 2.6 Cr ,4.0 aana,,13 Feet,North,3.0,6.0,5.0,2065 B.S,,"['Parking', 'Earthquake Resistant', 'Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Solar']"
Bungalow house for rent in Basundhara,"Manigram, Rupandehi",Rs. 2.3 Cr ,0.15 kattha,,40 Feet,South-East,2.5,,,2075 B.S,,"['Earthquake Resistant', 'Drainage', 'Bathroom', 'Parking']"
Bungalow house for rent in Basundhara,"Setipakha, Lalitpur",Rs. 3.1 Cr ,4.0 aana,,15 Feet,South,,,,2076 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Ekatabasti, Kathmandu",Rs. 1.6 Cr ,2.2 aana,,12 Feet,South,2.5,4.0,5.0,2076 B.S,,"['Earthquake Resistant', 'Marbel', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Budhanilkantha, Kathmandu",Rs. 3.35 Cr ,4.0 aana,,13 Feet,East,2.5,6.0,5.0,2076 B.S,,"['Drinking Water', 'Parking', 'Drainage', 'Bathroom']"
Bungalow house for rent in Basundhara,"Sorhakhutte, Kathmandu",Rs. 4.5 Cr ,3.2 aana,,12 Feet,East,5.5,15.0,7.0,2076 B.S,,"['Earthquake Resistant', 'Marbel', 'CC Camera', 'Solar', 'Water Purifier', 'Drainage', 'Bathroom', 'Parking']"
Bungalow house for rent in Basundhara,"Bhaisepati, Lalitpur",Rs. 1.4 Cr ,6.0 aana,,15 Feet,South,2.5,5.0,6.0,2056 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel']"
Bungalow house for rent in Basundhara,"Thado Dhunga, Lalitpur",Rs. 1.8 Cr ,10.0 aana,,15 Feet,North,2.5,3.0,3.0,2071 B.S,,"['Marbel', 'Parquet', 'Drainage', 'Garden', 'Bathroom', 'Drinking Water', 'Parking', 'AirCon', 'Modular Kitchen']"
Bungalow house for rent in Basundhara,"Budhanilkantha, Kathmandu",Rs. 1.1 Lac/m,6.2 aana,,14 Feet,South-East,2.5,3.0,4.0,2073 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Imadol, Lalitpur",Rs. 3.45 Cr ,4.0 aana,,13 Feet,East,1.5,5.0,,2070 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Imadol, Lalitpur",Rs. 1.45 Cr ,3.0 aana,,11 Feet,North,1.5,4.0,1.0,2074 B.S,,"['Earthquake Resistant', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
Bungalow house for rent in Basundhara,"Gyaneshwor, Kathmandu",Rs. 1.4 Lac/m,8.0 aana,,12 Feet,,2.0,5.0,6.0,2069 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Garden']"
Bungalow house for rent in Basundhara,"Budhanilkantha, Kathmandu",Rs. 1.85 Cr ,3.2 aana,,13 Feet,,1.0,4.0,,2073 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Naya Bazar, Kathmandu",Rs. 7.75 Cr ,9.3 aana,,20 Feet,East,,,,,,"['Bathroom', 'Drinking Water', 'Parking', 'Drainage', 'Garden']"
Bungalow house for rent in Basundhara,"Dahachowk, Kathmandu",Rs. 1.75 Cr ,3.2 aana,,13 Feet,East,2.5,,,2073 B.S,,"['Earthquake Resistant', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
Bungalow house for rent in Basundhara,"Khadpu, Kavrepalanchok",Rs. 1.45 Cr ,6.0 aana,,13 Feet,East,2.0,,,,,"['Drinking Water', 'Bathroom', 'Parking', 'Marbel']"
Bungalow house for rent in Basundhara,"Bhaisepati, Lalitpur",Rs. 4.4 Cr ,3.3 aana,,20 Feet,North,2.5,4.0,4.0,,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Imadol, Lalitpur",Rs. 3.6 Cr ,4.1 aana,,20 Feet,North-East,2.5,7.0,,,,"['Drainage', 'Bathroom', 'Parking', 'Earthquake Resistant', 'Marbel']"
Bungalow house for rent in Basundhara,"Budhanilkantha, Kathmandu",Rs. 7.5 Cr ,7.3 aana,,24 Feet,,2.5,4.0,5.0,,,"['Garden', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Internet', 'Marbel', 'Parquet']"
Bungalow house for rent in Basundhara,"Budhanilkantha, Kathmandu",Rs. 3.95 Cr ,5.0 aana,,13 Feet,South-East,3.0,7.0,5.0,,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"New Road, Kathmandu",Rs. 14 Cr ,7227 sq. ft,7227 Sq. Feet,13 Feet,East,6.0,14.0,6.0,2062 B.S,,"['Earthquake Resistant', 'Marbel', 'Sofa', 'AirCon', 'Parking', 'Drinking Water', 'Drainage']"
Bungalow house for rent in Basundhara,"Banepa, Kavrepalanchok",Rs. 2 Cr ,3.0 aana,,16 Feet,East,3.0,10.0,3.0,,,"['Bathroom', 'Drinking Water', 'TV', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"New Road, Kathmandu",Rs. 2.25 Cr ,1200 sq. ft,1200 Sq. Feet,13 Feet,South,7.0,,,2062 B.S,,"['Earthquake Resistant', 'Drinking Water', 'Drainage']"
Bungalow house for rent in Basundhara,"Pulchowk, Lalitpur",Rs. 10 Lac/m,32.0 aana,,15 Feet,,2.5,,,,,"['Marbel', 'Parquet', 'Bathroom', 'Drainage', 'Drinking Water', 'Parking', 'Garden']"
Bungalow house for rent in Basundhara,"Sitapaila, Kathmandu","Rs. 60,000 /m",5.0 aana,,13 Feet,,2.5,5.0,4.0,,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Garden']"
Bungalow house for rent in Basundhara,"Naxal, Kathmandu",Rs. 2.2 Lac/m,10.0 aana,,20 Feet,North,,,,,,[]
Bungalow house for rent in Basundhara,"Sitapaila, Kathmandu",Rs. 3 Cr ,4.2 aana,,12 Feet,North,2.5,6.0,3.0,,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Bafal, Kathmandu","Rs. 70,000 /m",4.0 aana,2056 Sq. Meter,14 Feet,South,2.5,4.0,3.0,2056 B.S,,"['Sofa', 'Gym', 'Dining Room', 'Solar', 'Bed Room', 'Garden', 'Modular Kitchen', 'Swimming Pool', 'Playground', 'Parking', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Dhobighat, Lalitpur",Rs. 4 Lac/m,4800 sq. ft,4800 Sq. Feet,12-18 Feet,,3.0,6.0,6.0,2071 B.S,,"['Marbel', 'Earthquake Resistant', 'Bathroom', 'Drainage', 'Parking', 'Power Backup']"
Bungalow house for rent in Basundhara,"Baluwatar, Kathmandu",Rs. 2.75 Lac/m,14.0 aana,,12-18 Feet,,3.0,12.0,3.0,2073 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel', 'Power Backup']"
Bungalow house for rent in Basundhara,"Sanobharyang, Kathmandu","Rs. 85,000 /m",,,0 Feet,North,2.0,5.0,5.0,2070 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Kapan, Kathmandu",Rs. 3.38 Cr ,4.2 aana,,13 Feet,North,2.5,6.0,5.0,2074 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Kapan, Kathmandu",Rs. 1.85 Cr ,3.0 aana,,12 Feet,South,2.5,5.0,4.0,2019 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Manbhawan, Lalitpur",Rs. 2 Cr,3.0 aana,,26 Feet,South,2.5,5.0,4.0,2073 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Bhaisepati, Lalitpur",Rs. 1 Lac/m,5.2 aana,,20 Feet,South-West,2.0,4.0,4.0,2060 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Kapan, Kathmandu",Rs. 1.4 Cr ,3.0 aana,,12 Feet,South-West,1.0,2.0,1.0,2065 B.S,,"['Earthquake Resistant', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Baseni, Chitwan",Rs. 1.2 Cr ,0.8 kattha,,13 Feet,West,2.5,4.0,3.0,2075 B.S,,"['Drainage', 'Bathroom', 'Parking', 'Drinking Water']"
Bungalow house for rent in Basundhara,"Budhanilkantha, Kathmandu",Rs. 2.6 Cr ,4.0 aana,,13 Feet,,2.5,5.0,4.0,2076 B.S,,"['Drainage', 'TV', 'Bathroom', 'Drinking Water', 'Parking']"
Bungalow house for rent in Basundhara,"Balaju, Kathmandu",Rs. 11 Cr ,10.2 aana,,12 Feet,North-East,5.0,10.0,6.0,2076 B.S,,"['Bathroom', 'Marbel', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Gopikrishna Hall, Kathmandu",Rs. 2.85 Cr ,4.0 aana,,12-18 Feet,,2.5,6.0,4.0,2076 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
Bungalow house for rent in Basundhara,"Bhaisepati, Lalitpur",Rs. 2 Lac/m,16.0 aana,,12-18 Feet,,2.5,5.0,5.0,2076 B.S,,"['Marbel', 'Parquet', 'Bathroom', 'Drinking Water', 'Drainage', 'Garden', 'Parking', 'Solar']"
Bungalow house for rent in Basundhara,"Grande Villa, Kathmandu",Rs. 3.9 Cr ,4.3 aana,1600 Sq. Feet,16 Feet,North,2.0,,,2056 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Marbel', 'Parking', 'Garden']"
Bungalow house for rent in Basundhara,"Bouddha, Kathmandu",Rs. 2 Lac/m,14.0 aana,,16 Feet,South-West,2.5,4.0,3.0,2071 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
